Wine Name,Year,Winery,Rating,num_review,Price,Region,Country,Flavour group 1,Flavour group 2,Flavour group 3,Grapes 1,Grapes 2,Acidity,Sweetness,Intensity,Type
Omaka Reserve Pinot Noir ,2019.0,Saint Clair Family Estate,3.8,82,120.465,Marlborough,New Zealand,red_fruit,oak,black_fruit,pinot-noir,0,4.0,1.0,2.0,red wine
Gewürztraminer ,2024.0,Pegasus Bay,3.7,180,75.285,Waipara,New Zealand,tropical_fruit,earth,floral,gewurztraminer,0,1.5,2.5,4.0,white wine
Pioneer Block 15 Strip Block Pinot Noir ,2020.0,Saint Clair Family Estate,3.7,596,100.395,Blenheim,New Zealand,red_fruit,oak,earth,pinot-noir,0,4.0,1.0,2.0,red wine
Riesling ,2019.0,Gibbston Valley,3.9,206,75.285,Central Otago,New Zealand,citrus_fruit,tree_fruit,earth,riesling,0,4.5,1.0,2.5,white wine
Brouilly ,2022.0,Cave du Château des Loges,3.7,53,51.074999999999996,Brouilly,France,red_fruit,black_fruit,oak,gamay,0,5.0,1.0,1.0,red wine
China Terrace Chardonnay ,2022.0,Gibbston Valley,3.9,453,122.98499999999999,Central Otago,New Zealand,oak,microbio,citrus_fruit,chardonnay,0,3.5,1.0,3.5,white wine
Voilé Reserve ,2019.0,Tantalus,3.9,222,238.41,Waiheke Island,New Zealand,spices,oak,black_fruit,shiraz-syrah,0,3.5,1.0,4.0,red wine
Reserve Single Vineyard Pinot Noir ,2019.0,Devotus,4.3,127,401.58,Martinborough,New Zealand,earth,red_fruit,black_fruit,pinot-noir,0,3.5,1.0,2.0,red wine
Chardonnay ,2022.0,Dry River,3.5,77,190.755,South Eastern Australia,Australia,citrus_fruit,tree_fruit,oak,chardonnay,0,3.0,1.5,3.5,white wine
Morrison Vineyard Pinot Noir ,2021.0,Mount Edward,4.1,188,213.34499999999997,Central Otago,New Zealand,red_fruit,earth,oak,pinot-noir,0,4.0,1.0,2.5,red wine
Mystae ,2012.0,Destiny Bay Vineyards,4.5,287,1782.09,Waiheke Island,New Zealand,oak,black_fruit,non_oak,cabernet-sauvignon,cabernet-franc,4.0,1.0,4.0,red wine
Destinae ,2010.0,Destiny Bay Vineyards,4.3,82,853.3799999999999,Waiheke Island,New Zealand,oak,earth,non_oak,cabernet-sauvignon,cabernet-franc,4.0,1.0,4.0,red wine
Moulis-en-Médoc ,1964.0,Château Malmaison,3.8,3867,933.75,Moulis-en-Médoc,France,oak,earth,black_fruit,cabernet-sauvignon,cabernet-franc,4.0,1.0,4.5,red wine
Chardonnay ,2021.0,Vinařství Vykoukal,3.9,36,110.02499999999999,Velkopavlovicka,Czech Republic,microbio,non_oak,oak,chardonnay,0,3.0,1.5,3.5,white wine
Frankovka ,2022.0,Ota Ševčík,3.9,333,110.02499999999999,Velkopavlovicka,Czech Republic,red_fruit,black_fruit,earth,blaufrankisch,0,4.5,1.0,3.0,red wine
Weisser Burgunder Trocken ,2019.0,Meyer,3.7,97,53.550000000000004,Pfalz,Germany,tree_fruit,citrus_fruit,microbio,pinot-blanc,0,4.0,1.0,3.0,white wine
Sankt Laurent Alte Reben ,2021.0,Weingut Philipp Grassl,3.9,272,137.51999999999998,Carnuntum,Austria,black_fruit,red_fruit,spices,st-laurent,0,4.5,2.0,3.0,red wine
Blaufränkisch ,2023.0,Markowitsch,3.6,428,53.595,Carnuntum,Austria,red_fruit,oak,black_fruit,blaufrankisch,0,4.5,1.0,3.5,red wine
Ònix Evolució ,2019.0,Vinícola del Priorat,4.1,104,79.64999999999999,Priorat,Spain,oak,earth,black_fruit,shiraz-syrah,cabernet-sauvignon,3.5,1.0,5.0,red wine
Crianza ,2023.0,Finca Enguera,3.6,1229,22.455000000000002,Valencia,Spain,oak,black_fruit,spices,grenache-noir,tempranillo,3.0,1.0,4.0,red wine
Châteauneuf-du-Pape Vieilles Vignes Rouge ,2003.0,Tardieu-Laurent,4.2,1009,712.485,Châteauneuf-du-Pape,France,oak,spices,black_fruit,shiraz-syrah,mourvedre,3.0,1.0,5.0,red wine
Etna Rosso ,2015.0,Barone di Villagrande,3.6,202,132.75,Etna,Italy,red_fruit,earth,oak,primitivo,aglianico,2.0,2.0,5.0,red wine
Linchetto ,2016.0,Azienda Agricola Valle del Sole,3.5,322,49.5,Toscana,Italy,red_fruit,black_fruit,floral,cabernet-sauvignon,merlot,3.0,1.0,3.0,red wine
Brunello di Montalcino Poggio Al Granchio ,2010.0,Val di Suga,4.3,279,234.0,Brunello di Montalcino,Italy,oak,earth,red_fruit,sangiovese,0,4.0,1.0,3.0,red wine
Malvazija ,2012.0,Skerk,4.2,59,117.0,Friuli-Venezia Giulia,Italy,citrus_fruit,earth,tree_fruit,arneis,pinot-blanc,3.0,2.0,4.0,white wine
Vino Nobile di Montepulciano ,2011.0,Contucci,4.0,254,74.25,Vino Nobile di Montepulciano,Italy,red_fruit,oak,earth,sangiovese,canaiolo-nero,4.0,1.0,3.5,red wine
Boca ,2015.0,Cantine del Castello di Conti Elena,4.1,49,247.5,Boca,Italy,earth,red_fruit,oak,nebbiolo,barbera,2.0,1.5,4.0,red wine
Amarone della Valpolicella ,1977.0,Bertani,4.2,550,1327.5,Amarone della Valpolicella,Italy,oak,non_oak,black_fruit,corvina,rondinella,2.0,3.0,5.0,red wine
Vigna San Francesco Cabernet Sauvignon ,2001.0,Tenuta Regaleali,4.2,5366,247.5,Sicilia,Italy,oak,black_fruit,spices,primitivo,aglianico,2.0,2.0,5.0,red wine
Barolo Conca ,2000.0,Fratelli Revello,4.6,28,202.5,Barolo,Italy,earth,oak,red_fruit,nebbiolo,0,5.0,1.0,4.0,red wine
Nerojbleo ,2009.0,Gulfi,3.8,731,63.0,Terre Siciliane,Italy,oak,black_fruit,red_fruit,primitivo,aglianico,2.0,2.0,5.0,red wine
Calestaia ,2010.0,Roccapesta,4.1,147,135.0,Morellino di Scansano,Italy,oak,earth,non_oak,cabernet-sauvignon,merlot,3.0,1.0,3.0,red wine
Chianti Classico ,2016.0,Le Miccine,3.9,58,63.0,Chianti Classico,Italy,red_fruit,oak,earth,sangiovese,0,4.5,1.0,3.5,red wine
Li Pastini Vermentino di Gallura Superiore ,2011.0,Cantina Li Seddi,3.9,241,54.0,Vermentino di Gallura,Italy,earth,tropical_fruit,tree_fruit,malvasia,fiano,2.0,1.0,4.0,white wine
Pinot Bianco ,2023.0,Principe di Corleone,3.7,107,38.385,Monreale,Italy,citrus_fruit,earth,0,malvasia,fiano,2.0,1.0,4.0,white wine
Alcamo Bianco ,2022.0,Principe di Corleone,3.4,456,38.385,Alcamo,Italy,tree_fruit,citrus_fruit,vegetal,malvasia,fiano,2.0,1.0,4.0,white wine
Vernaccia di San Gimignano ,2022.0,Gattavecchi,3.8,43,63.0,Vernaccia di San Gimignano,Italy,citrus_fruit,tree_fruit,earth,trebbiano,verdicchio,4.0,2.0,3.0,white wine
Sauvignon ,2021.0,Rodaro,3.7,322,67.5,Friuli-Venezia Giulia,Italy,vegetal,tropical_fruit,tree_fruit,arneis,pinot-blanc,3.0,2.0,4.0,white wine
Serum Greco di Tufo ,2021.0,I Capitani,3.9,29,65.205,Greco di Tufo,Italy,tree_fruit,citrus_fruit,earth,malvasia,fiano,2.0,1.0,4.0,white wine
Barbera d'Alba Superiore ,2018.0,Rizieri,3.9,35,81.0,Barbera d'Alba,Italy,red_fruit,black_fruit,spices,barbera,0,4.0,1.0,3.5,red wine
Merlot Alto Adige ,2021.0,J. Hofstätter,3.6,36,62.550000000000004,Südtirol - Alto Adige,Italy,black_fruit,oak,red_fruit,nebbiolo,barbera,2.0,1.5,4.0,red wine
Riserva dei Padri Serviti Vino Nobile di Montepulciano ,2018.0,Gattavecchi,4.1,32,121.5,Vino Nobile di Montepulciano,Italy,earth,oak,red_fruit,sangiovese,canaiolo-nero,4.0,1.0,3.5,red wine
Kukukaya Passerina Bio ,2022.0,Cascina del Colle,3.7,201,44.82000000000001,Villamagna,Italy,citrus_fruit,tropical_fruit,tree_fruit,trebbiano,verdicchio,4.0,2.0,3.0,white wine
Chardonnay Riserva Crivelli ,2021.0,Peter Zemmer,4.1,610,162.0,Südtirol - Alto Adige,Italy,oak,microbio,citrus_fruit,arneis,pinot-blanc,3.0,2.0,4.0,white wine
Reserve Syrah ,2019.0,Passage Rock,4.2,27,188.23499999999999,Waiheke Island,New Zealand,oak,black_fruit,spices,shiraz-syrah,0,3.5,1.0,4.0,red wine
Réserve du Château Corbières ,1976.0,Chateau de Sérame,3.7,1571,427.5,Corbières,France,black_fruit,red_fruit,earth,shiraz-syrah,grenache-noir,4.0,1.0,4.0,red wine
Pomerol ,1998.0,Château Lafleur-Gazin,4.0,84,374.985,Pomerol,France,oak,earth,black_fruit,cabernet-sauvignon,cabernet-franc,3.5,1.0,4.5,red wine
Marsannay Les Longeroies ,2005.0,Domaine Denis Mortet,4.1,27,12375.0,Marsannay,France,red_fruit,oak,earth,pinot-noir,0,4.5,1.0,3.0,red wine
San Luigi Dogliani ,2015.0,Pecchenino,3.9,815,62.550000000000004,Dogliani,Italy,red_fruit,earth,black_fruit,nebbiolo,barbera,2.0,1.5,4.0,red wine
1404 Pinot Grigio ,2020.0,Casa Defrà,3.6,593,28.8,delle Venezie,Italy,tree_fruit,citrus_fruit,tropical_fruit,pinot-grigio,0,2.5,1.5,3.0,white wine
Costa da' Posa ,2022.0,Cantina Cinque Terre,4.1,117,98.955,Cinque Terre,Italy,citrus_fruit,earth,tree_fruit,arneis,pinot-blanc,3.0,2.0,4.0,white wine
Mentore Morellino di Scansano ,2023.0,Mantellassi,3.5,2278,47.655,Morellino di Scansano,Italy,red_fruit,oak,earth,cabernet-sauvignon,merlot,3.0,1.0,3.0,red wine
Nero d'Avola ,2021.0,Principe di Corleone,3.6,831,52.83,Terre Siciliane,Italy,red_fruit,earth,dried_fruit,primitivo,aglianico,2.0,2.0,5.0,red wine
Grestio ,2021.0,Zannotti,3.5,55,49.455,Marche,Italy,tropical_fruit,tree_fruit,spices,trebbiano,verdicchio,4.0,2.0,3.0,white wine
Ronco dei Quattroventi ,2019.0,Fattoria San Francesco,4.1,51,84.42,Calabria,Italy,oak,non_oak,earth,primitivo,aglianico,2.0,2.0,5.0,red wine
Ribolla Gialla ,2022.0,Rodaro,3.5,205,67.5,Friuli-Venezia Giulia,Italy,citrus_fruit,tree_fruit,floral,arneis,pinot-blanc,3.0,2.0,4.0,white wine
Cabernet Sauvignon Alto Adige ,2020.0,J. Hofstätter,4.0,68,64.8,Südtirol - Alto Adige,Italy,oak,spices,black_fruit,nebbiolo,barbera,2.0,1.5,4.0,red wine
Il Rosso ,2021.0,Principe di Corleone,3.5,477,40.949999999999996,Terre Siciliane,Italy,red_fruit,black_fruit,earth,primitivo,aglianico,2.0,2.0,5.0,red wine
Rosasera Cerasuolo d’Abruzzo ,2022.0,Di Berardino,3.7,64,35.595,Cerasuolo d'Abruzzo,Italy,red_fruit,0,0,montepulciano-d-abruzzo,0,3.0,1.5,3.0,rose
Cabernet Franc ,2020.0,Rodaro,3.6,214,60.75,Friuli-Venezia Giulia,Italy,red_fruit,black_fruit,floral,nebbiolo,barbera,2.0,1.5,4.0,red wine
Frauenrigl Gewürztraminer ,2021.0,Peter Zemmer,4.0,186,90.0,Südtirol - Alto Adige,Italy,tropical_fruit,spices,citrus_fruit,gewurztraminer,0,2.0,2.5,4.0,white wine
Merlot ,2020.0,Rodaro,3.5,124,60.75,Friuli-Venezia Giulia,Italy,black_fruit,red_fruit,oak,nebbiolo,barbera,2.0,1.5,4.0,red wine
Villa di Bagnolo Pinot Nero ,2018.0,Marchesi Pancrazi,4.0,41,139.45499999999998,Toscana,Italy,oak,red_fruit,earth,cabernet-sauvignon,merlot,3.0,1.0,3.0,red wine
Corbières Blanc ,2023.0,Domaine des Deux Cles,4.0,710,112.5,Corbières,France,oak,non_oak,earth,grenache-blanc,bourboulenc,2.5,1.0,3.0,white wine
Verdeca ,2022.0,Menhir,3.7,696,40.5,Puglia,Italy,tree_fruit,citrus_fruit,earth,malvasia,fiano,2.0,1.0,4.0,white wine
Friulano ,2022.0,Rodaro,3.7,320,60.75,Friuli-Venezia Giulia,Italy,citrus_fruit,microbio,earth,arneis,pinot-blanc,3.0,2.0,4.0,white wine
Wiener Chardonnay ,2023.0,Wieninger,3.8,600,55.30499999999999,Weinland,Austria,tree_fruit,oak,citrus_fruit,chardonnay,0,3.5,1.0,3.0,white wine
Pomerol ,2011.0,Château Feytit-Clinet,4.3,133,297.0,Pomerol,France,oak,earth,black_fruit,cabernet-sauvignon,cabernet-franc,3.5,1.0,4.5,red wine
Golser Pinot Noir ,2019.0,Juris,3.9,64,62.550000000000004,Burgenland,Austria,red_fruit,oak,earth,pinot-noir,0,4.5,1.0,2.0,red wine
Golser St. Laurent ,2018.0,Juris,3.8,213,55.89,Burgenland,Austria,black_fruit,spices,oak,st-laurent,0,4.5,2.0,3.0,red wine
Privat Sauvignon Blanc ,2019.0,Gross,4.3,240,382.455,Südsteiermark,Austria,tropical_fruit,citrus_fruit,earth,sauvignon-blanc,0,4.0,1.0,2.0,white wine
Dornenvogel Zweigelt ,2022.0,Glatzer,3.8,1296,67.455,Carnuntum,Austria,earth,oak,non_oak,zweigelt,0,4.0,1.0,3.0,red wine
Pomerol ,2023.0,Château Plince,4.1,6930,114.75,Pomerol,France,oak,black_fruit,earth,cabernet-sauvignon,cabernet-franc,3.5,1.0,4.5,red wine
Prima ,2023.0,Château Carignan,4.0,2467,121.05,Cadillac - Côtes de Bordeaux,France,oak,black_fruit,earth,cabernet-sauvignon,cabernet-franc,4.0,1.0,4.0,red wine
Nero di Rosso Pinot Nero ,2021.0,Diesel Farm,3.9,446,64.98,Breganze,Italy,earth,black_fruit,red_fruit,pinot-noir,0,4.0,1.0,2.5,red wine
Pinot Noir Bambule! ,2021.0,Judith Beck,4.0,34,125.955,Burgenland,Austria,red_fruit,earth,microbio,pinot-noir,0,4.5,1.0,2.0,red wine
Grüner Veltliner Alte Reben ,2023.0,Ebner-Ebenauer,3.8,750,121.455,Weinviertel,Austria,tree_fruit,citrus_fruit,earth,gruner-veltliner,0,4.0,1.0,2.0,white wine
Médoc ,2018.0,Château Vieux Robin,3.8,123,67.5,Médoc,France,oak,black_fruit,earth,cabernet-sauvignon,cabernet-franc,4.5,1.0,4.5,red wine
Merlot Reserve ,2019.0,Salzl Seewinkelhof,4.1,25,202.635,Burgenland,Austria,black_fruit,oak,red_fruit,merlot,0,3.0,2.0,3.0,red wine
Chambolle-Musigny ,2016.0,Domaine Arlaud,4.2,89,360.0,Chambolle-Musigny,France,red_fruit,earth,oak,pinot-noir,0,4.5,1.0,3.0,red wine
Grüner Veltliner Grub Reserve 1 ÖTW ,2022.0,Schloss Gobelsburg,4.1,226,171.0,Kamptal,Austria,tree_fruit,earth,citrus_fruit,gruner-veltliner,0,4.0,1.0,2.0,white wine
Pomerol ,2020.0,Christian Moueix,3.8,662,166.455,Pomerol,France,black_fruit,earth,oak,cabernet-sauvignon,cabernet-franc,3.5,1.0,4.5,red wine
Old Winery Shiraz ,2022.0,Tyrrell's,3.5,1346,44.955,South Eastern Australia,Australia,oak,black_fruit,red_fruit,shiraz-syrah,0,4.5,1.0,4.5,red wine
Paramount Red ,2017.0,Gamble Family Vineyards,4.4,32,535.5,Napa Valley,United States,oak,earth,non_oak,cabernet-sauvignon,cabernet-franc,4.0,1.0,5.0,red wine
Rausch Kabinett ,2019.0,Forstmeister Geltz-Zilliken,4.1,189,103.5,Mosel,Germany,earth,tree_fruit,citrus_fruit,riesling,0,5.0,1.0,3.0,white wine
Deutsch Schützen Eisenberg Reserve Blaufränkisch ,2018.0,Wachter-Wiesler,3.8,171,87.75,Südburgenland,Austria,black_fruit,earth,oak,blaufrankisch,0,4.5,1.0,3.5,red wine
Good Natured Organic Sauvignon Blanc ,2022.0,Spier,3.5,43,38.655,Western Cape,South Africa,vegetal,citrus_fruit,tree_fruit,sauvignon-blanc,0,4.0,1.0,2.5,white wine
Chignin Anne de la Biguerne ,2022.0,Jean Francois Quénard,3.6,235,63.0,Savoie,France,tree_fruit,citrus_fruit,earth,chardonnay,aligote,4.0,1.5,2.5,white wine
Neu-Bamberg Riesling ,2021.0,Steitz,3.6,78,54.0,Rheinhessen,Germany,citrus_fruit,tree_fruit,floral,riesling,0,5.0,1.0,3.0,white wine
Haut-Médoc ,2023.0,Château Lamothe-Bergeron,3.8,10113,85.05,Haut-Médoc,France,oak,earth,black_fruit,cabernet-sauvignon,cabernet-franc,4.0,1.0,4.5,red wine
Gevrey-Chambertin 1er Cru 'Les Champonnets' ,2022.0,Jean-Michel Guillon,4.3,749,625.5,Gevrey-Chambertin 1er Cru 'Champonnet',France,earth,red_fruit,oak,pinot-noir,0,4.5,1.0,3.0,red wine
Clos le Village Chambolle-Musigny ,2022.0,Gilbert et Christine Felettig,4.1,419,427.455,Chambolle-Musigny,France,red_fruit,oak,non_oak,pinot-noir,0,4.5,1.0,3.0,red wine
Côtes du Rhône ,2023.0,Domaine de la Solitude - Famille Lancon,4.0,43,112.05,Côtes-du-Rhône,France,red_fruit,earth,black_fruit,shiraz-syrah,grenache-noir,3.5,1.0,4.0,red wine
Santenay Blanc ,2022.0,Prieur-Brunet,4.2,191,202.455,Santenay,France,oak,tree_fruit,microbio,chardonnay,pinot-gris,3.0,1.0,4.0,white wine
Setzberg - Riesling Smaragd ,2023.0,Franz Hirtzberger,4.3,691,269.55,Wachau,Austria,citrus_fruit,earth,tree_fruit,riesling,0,5.0,1.0,3.5,white wine
Riesling Glimmer ,2023.0,Schloss Gobelsburg,3.8,148,71.955,Niederösterreich,Austria,earth,tree_fruit,citrus_fruit,riesling,0,5.0,1.0,3.5,white wine
St. Laurent ,2021.0,Stadlmann,3.6,39,53.955,Thermenregion,Austria,red_fruit,black_fruit,microbio,st-laurent,0,4.5,2.0,3.0,red wine
Chianti Classico Riserva ,2020.0,Casa Emma,4.1,611,112.455,Chianti Classico,Italy,red_fruit,oak,earth,sangiovese,0,4.5,1.0,3.5,red wine
Bourgogne ,2022.0,François Confuron-Gindre,3.7,598,125.955,Bourgogne,France,red_fruit,spices,earth,pinot-noir,0,4.0,1.0,2.5,red wine
Riesling Alte Reben ,2023.0,Ebner-Ebenauer,4.1,388,121.455,Weinviertel,Austria,earth,tree_fruit,citrus_fruit,riesling,0,5.0,1.0,3.5,white wine
Montestefano Barbaresco ,2019.0,Rivella Silvia,4.3,29,490.5,Barbaresco,Italy,red_fruit,oak,earth,nebbiolo,0,5.0,1.0,4.0,red wine
Éclat de Calcaire Bourgogne Pinot Noir ,2022.0,Pierre Girardin,4.1,1394,179.955,Bourgogne,France,red_fruit,earth,oak,pinot-noir,0,4.0,1.0,2.5,red wine
Vieilles Vignes Gevrey-Chambertin ,2020.0,Jean-Michel Guillon,4.2,780,449.955,Gevrey-Chambertin,France,earth,oak,red_fruit,pinot-noir,0,4.5,1.0,3.0,red wine
Vieilles Vignes Gevrey-Chambertin ,2021.0,Jean-Michel Guillon,4.2,780,449.955,Gevrey-Chambertin,France,earth,oak,red_fruit,pinot-noir,0,4.5,1.0,3.0,red wine
Ried Kirchweg Riesling Smaragd ,2023.0,Rudi Pichler,4.2,121,160.74,Wachau,Austria,citrus_fruit,earth,oak,riesling,0,5.0,1.0,3.5,white wine
Wösendorfer Hochrain Riesling Smaragd ,2023.0,Rudi Pichler,4.0,260,193.455,Wachau,Austria,citrus_fruit,tree_fruit,earth,riesling,0,5.0,1.0,3.5,white wine
Kellerberg Riesling Smaragd ,2023.0,Tegernseerhof,4.0,528,202.455,Wachau,Austria,earth,tree_fruit,citrus_fruit,riesling,0,5.0,1.0,3.5,white wine
Ried Nussberg (Nussberg Sauvignon Blanc) ,2020.0,Gross,4.1,558,269.955,Südsteiermark,Austria,citrus_fruit,oak,earth,sauvignon-blanc,0,4.0,1.0,2.0,white wine
Sauvignon Blanc Ried Steinbach ,2022.0,Lackner Tinnacher,3.9,548,125.955,Südsteiermark,Austria,citrus_fruit,earth,tree_fruit,sauvignon-blanc,0,4.0,1.0,2.0,white wine
Das Edle Ross Riesling ,2022.0,The Wineimals,3.7,64,31.455000000000002,Niederösterreich,Austria,tropical_fruit,tree_fruit,0,riesling,0,5.0,1.0,3.5,white wine
Gäns Alte Reben Riesling ,2014.0,Weingut Lubentiushof,4.2,122,90.0,Mosel,Germany,tree_fruit,earth,citrus_fruit,riesling,0,5.0,1.0,3.0,white wine
Halleluja Syrah ,2021.0,Campisi,3.9,429,83.25,Terre Siciliane,Italy,oak,black_fruit,red_fruit,primitivo,aglianico,2.0,2.0,5.0,red wine
Nackenheim Silvaner x.t. Trocken ,2021.0,Weingut Gunderloch,3.8,63,72.0,Rheinhessen,Germany,tropical_fruit,oak,0,silvaner,0,3.5,1.0,2.5,white wine
Vom Kalkfels Riesling ,2022.0,Rings,3.6,63,90.0,Pfalz,Germany,earth,tree_fruit,spices,riesling,0,5.0,1.0,3.0,white wine
Saumagen Riesling ,2017.0,Schneider,3.9,48,110.25,Pfalz,Germany,citrus_fruit,tree_fruit,spices,riesling,0,5.0,1.0,3.0,white wine
Weiherberg Pinot Noir ,2019.0,Klumpp,4.1,56,112.5,Baden,Germany,red_fruit,earth,oak,pinot-noir,0,4.5,1.0,1.0,red wine
Schweigener Spätburgunder ,2017.0,Friedrich Becker,3.8,27,99.0,Pfalz,Germany,earth,red_fruit,oak,pinot-noir,0,4.5,1.0,1.0,red wine
Westhofen Terra Rossa Riesling ,2014.0,Weedenborn,3.9,65,99.0,Rheinhessen,Germany,tree_fruit,citrus_fruit,earth,riesling,0,5.0,1.0,3.0,white wine
Terrassen Riesling Reserve ,2022.0,Loimer,3.9,373,56.25,Kamptal,Austria,tree_fruit,citrus_fruit,earth,riesling,0,5.0,1.0,3.5,white wine
Eaglehawk Chardonnay ,2023.0,Wolf Blass,3.4,59,44.46,South Eastern Australia,Australia,oak,tree_fruit,citrus_fruit,chardonnay,0,3.0,1.5,3.5,white wine
Pinot Gris Trocken ,2022.0,Kracher,3.7,886,62.955,Burgenland,Austria,tree_fruit,citrus_fruit,earth,pinot-gris,0,2.0,1.5,3.0,white wine
Gevrey-Chambertin 'Les Crais' ,2022.0,Jean Féry & Fils,3.9,73,359.55,Gevrey-Chambertin,France,earth,oak,red_fruit,pinot-noir,0,4.5,1.0,3.0,red wine
Ried Schütt Dürnsteiner Riesling Smaragd ,2018.0,Weingut Knoll,4.2,135,224.54999999999998,Wachau,Austria,tree_fruit,earth,citrus_fruit,riesling,0,5.0,1.0,3.5,white wine
Ried Goldberg Riesling ,2021.0,Nigl,4.2,41,179.54999999999998,Kremstal,Austria,earth,tree_fruit,tropical_fruit,riesling,0,5.0,1.0,3.5,white wine
Trebbiano Toscana ,2022.0,Fattoria Ambra,3.4,132,47.160000000000004,Toscana,Italy,tree_fruit,citrus_fruit,microbio,trebbiano,verdicchio,4.0,2.0,3.0,white wine
Dame & Fuet Langhe Rosso ,2018.0,Giribaldi,3.6,314,57.6,Langhe,Italy,red_fruit,earth,oak,nebbiolo,barbera,2.0,1.5,4.0,red wine
Vin Santo di Carmignano ,2013.0,Fattoria Ambra,4.0,142,89.55,Vin Santo di Carmignano,Italy,dried_fruit,microbio,oak,sangiovese,grechetto,4.5,5.0,4.0,dessert wine
Campo Casalvegri Valpolicella Classico Superiore ,2021.0,Ca La Bionda,4.0,41,107.955,Valpolicella Classico,Italy,red_fruit,oak,earth,corvina,rondinella,3.5,1.5,3.0,red wine
Titolo By Amphora ,2019.0,Elena Fucci,4.0,81,206.54999999999998,Aglianico del Vulture,Italy,black_fruit,earth,red_fruit,primitivo,aglianico,2.0,2.0,5.0,red wine
La Marchesa Barbera d'Alba Superiore ,2020.0,Manzone,3.9,614,106.64999999999999,Barbera d'Alba,Italy,red_fruit,oak,black_fruit,barbera,0,4.0,1.0,3.5,red wine
Galàt Dolcetto d'Alba ,2023.0,Osvaldo Viberti,3.9,146,50.625,Dolcetto d'Alba,Italy,red_fruit,non_oak,oak,nebbiolo,barbera,2.0,1.5,4.0,red wine
Demidoff Toscana ,2016.0,Paolo Conterno,4.1,32,121.5,Toscana,Italy,red_fruit,0,0,cabernet-sauvignon,merlot,3.0,1.0,3.0,red wine
Le Ciliegie Barbera d'Alba ,2022.0,Manzone,3.8,522,71.10000000000001,Barbera d'Alba,Italy,red_fruit,oak,spices,barbera,0,4.0,1.0,3.5,red wine
Rosso di Villa ,2017.0,Ornella Molon,3.9,240,121.05,Piave,Italy,oak,black_fruit,red_fruit,nebbiolo,barbera,2.0,1.5,4.0,red wine
Iuaria ,2020.0,Villa Colle,4.2,46,116.10000000000001,Abruzzo,Italy,red_fruit,oak,0,sangiovese,montepulciano-d-abruzzo,3.0,1.0,3.0,red wine
Langhe Rosso ,2018.0,Malvirà,3.6,430,66.825,Langhe,Italy,black_fruit,red_fruit,oak,nebbiolo,barbera,2.0,1.5,4.0,red wine
Barbera d'Alba ,2023.0,Osvaldo Viberti,3.7,539,53.955,Barbera d'Alba,Italy,black_fruit,oak,red_fruit,barbera,0,4.0,1.0,3.5,red wine
Monferrato Dolcetto ,2023.0,Carlin de Paolo,3.4,288,42.75,Monferrato,Italy,red_fruit,black_fruit,spices,nebbiolo,barbera,2.0,1.5,4.0,red wine
Pinot Nero ,2021.0,De Tarczal,3.6,99,83.205,Vigneti delle Dolomiti,Italy,red_fruit,spices,earth,pinot-noir,0,4.0,1.0,2.5,red wine
Greco di San Vito ,2022.0,Cantine Cifarelli,3.7,28,48.735,Greco di Bianco,Italy,black_fruit,dried_fruit,red_fruit,malvasia,fiano,2.0,1.0,4.0,white wine
Rupicolo Castel del Monte ,2018.0,Rivera,3.6,152,24.974999999999998,Castel del Monte,Italy,red_fruit,earth,black_fruit,primitivo,aglianico,2.0,2.0,5.0,red wine
Lugana ,2023.0,Scriani,3.9,184,58.905,Lugana,Italy,earth,tree_fruit,0,arneis,pinot-blanc,3.0,2.0,4.0,white wine
Chardonnay ,2022.0,Dario Coos,3.9,95,51.705,Friuli-Venezia Giulia,Italy,tropical_fruit,microbio,oak,arneis,pinot-blanc,3.0,2.0,4.0,white wine
Riesling Trocken ,2022.0,Hemer,3.2,130,29.655,Rheinhessen,Germany,tree_fruit,citrus_fruit,tropical_fruit,riesling,0,5.0,1.0,3.0,white wine
Langhe Pinot Nero ,2021.0,Rivetti Massimo,3.7,186,72.0,Langhe,Italy,red_fruit,spices,earth,pinot-noir,0,4.0,1.0,2.5,red wine
Langhe Nebbiolo ,2023.0,Osvaldo Viberti,3.8,380,63.0,Langhe,Italy,red_fruit,oak,earth,nebbiolo,0,5.0,1.0,4.0,red wine
Poggio al Bosco Gravina ,2021.0,Botromagno,3.7,147,74.47500000000001,Gravina,Italy,tree_fruit,vegetal,earth,malvasia,fiano,2.0,1.0,4.0,white wine
Grignolino D'Asti ,2023.0,Giacosa Fratelli,3.0,58,34.199999999999996,Grignolino d'Asti,Italy,red_fruit,0,0,nebbiolo,barbera,2.0,1.5,4.0,red wine
Luzia Blauburgunder (Pinot Noir) ,2021.0,Kellerei St. Pauls,3.8,141,57.6,Südtirol - Alto Adige,Italy,red_fruit,oak,earth,pinot-noir,0,4.0,1.0,2.5,red wine
Reserve Grüner Veltliner ,2016.0,Alzinger,4.2,231,200.25,Wachau,Austria,tree_fruit,earth,tropical_fruit,gruner-veltliner,0,4.0,1.0,2.0,white wine
Smaragd Hollerin Riesling ,2019.0,Alzinger,4.2,30,155.60999999999999,Wachau,Austria,tree_fruit,citrus_fruit,earth,riesling,0,5.0,1.0,3.5,white wine
Ried Kirchweg Riesling Smaragd ,2022.0,Rudi Pichler,4.2,121,193.455,Wachau,Austria,citrus_fruit,earth,oak,riesling,0,5.0,1.0,3.5,white wine
